2026-05-19 21:28:22,853 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2026-05-19 21:28:22,940 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2026-05-19 21:28:22,945 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2026-05-19 21:28:22,947 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2026-05-19 21:28:22,954 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2026-05-19 21:28:22,955 INFO  SwAddin.cs: 197 - Setting up callbacks
2026-05-19 21:28:22,958 INFO  SwAddin.cs: 201 - Setting up command manager
2026-05-19 21:28:22,961 INFO  SwAddin.cs: 204 - Adding command manager
2026-05-19 21:28:22,967 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2026-05-19 21:28:22,972 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2026-05-19 21:28:22,972 INFO  SwAddin.cs: 210 - Adding event handlers
2026-05-19 21:28:23,028 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2026-05-19 23:17:21,099 INFO  SwAddin.cs: 294 - Assembly export called for file Swarmy_Bot.SLDASM
2026-05-19 23:17:22,420 INFO  SwAddin.cs: 313 - Saving assembly
2026-05-19 23:17:23,057 INFO  SwAddin.cs: 316 - Opening property manager
2026-05-19 23:17:23,080 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Swarmy_Bot.SLDASM
2026-05-19 23:17:23,088 INFO  ExportHelperExtension.cs: 1136 - Found 132 in Swarmy_Bot.SLDASM
2026-05-19 23:17:23,089 INFO  ExportHelperExtension.cs: 1145 - Found 8 features of type [CoordSys] in Swarmy_Bot.SLDASM
2026-05-19 23:17:23,090 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-05-19 23:17:23,091 INFO  ExportHelperExtension.cs: 1160 - 18 components to check
2026-05-19 23:17:23,094 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from motor medrano-body-2
2026-05-19 23:17:23,094 INFO  ExportHelperExtension.cs: 1136 - Found 36 in motor medrano-body-2
2026-05-19 23:17:23,095 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in motor medrano-body-2
2026-05-19 23:17:23,095 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ?????? ???????? JBS210-2
2026-05-19 23:17:23,096 INFO  ExportHelperExtension.cs: 1136 - Found 41 in ?????? ???????? JBS210-2
2026-05-19 23:17:23,097 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ?????? ???????? JBS210-2
2026-05-19 23:17:23,097 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ?????? ???????? JBS210-1
2026-05-19 23:17:23,098 INFO  ExportHelperExtension.cs: 1136 - Found 50 in ?????? ???????? JBS210-1
2026-05-19 23:17:23,098 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ?????? ???????? JBS210-1
2026-05-19 23:17:23,099 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from motor medrano-body-1
2026-05-19 23:17:23,099 INFO  ExportHelperExtension.cs: 1136 - Found 36 in motor medrano-body-1
2026-05-19 23:17:23,100 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in motor medrano-body-1
2026-05-19 23:17:23,100 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from top_plate_cover-1
2026-05-19 23:17:23,101 INFO  ExportHelperExtension.cs: 1136 - Found 28 in top_plate_cover-1
2026-05-19 23:17:23,101 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in top_plate_cover-1
2026-05-19 23:17:23,101 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from battery_top_cover-1
2026-05-19 23:17:23,102 INFO  ExportHelperExtension.cs: 1136 - Found 35 in battery_top_cover-1
2026-05-19 23:17:23,102 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in battery_top_cover-1
2026-05-19 23:17:23,103 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Weewooday I2C OLED 0.98” 128x64.SLDPRT-1
2026-05-19 23:17:23,103 INFO  ExportHelperExtension.cs: 1136 - Found 25 in Weewooday I2C OLED 0.98” 128x64.SLDPRT-1
2026-05-19 23:17:23,103 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Weewooday I2C OLED 0.98” 128x64.SLDPRT-1
2026-05-19 23:17:23,104 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 7 Segment Voltmeter with Casing-2
2026-05-19 23:17:23,104 INFO  ExportHelperExtension.cs: 1136 - Found 51 in 7 Segment Voltmeter with Casing-2
2026-05-19 23:17:23,105 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 7 Segment Voltmeter with Casing-2
2026-05-19 23:17:23,105 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Swarmy_Bot.SLDASM
2026-05-19 23:17:23,106 INFO  ExportHelperExtension.cs: 1136 - Found 132 in Swarmy_Bot.SLDASM
2026-05-19 23:17:23,107 INFO  ExportHelperExtension.cs: 1145 - Found 6 features of type [RefAxis] in Swarmy_Bot.SLDASM
2026-05-19 23:17:23,107 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-05-19 23:17:23,107 INFO  ExportHelperExtension.cs: 1160 - 18 components to check
2026-05-19 23:17:23,107 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from motor medrano-body-2
2026-05-19 23:17:23,108 INFO  ExportHelperExtension.cs: 1136 - Found 36 in motor medrano-body-2
2026-05-19 23:17:23,108 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in motor medrano-body-2
2026-05-19 23:17:23,109 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ?????? ???????? JBS210-2
2026-05-19 23:17:23,109 INFO  ExportHelperExtension.cs: 1136 - Found 41 in ?????? ???????? JBS210-2
2026-05-19 23:17:23,109 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ?????? ???????? JBS210-2
2026-05-19 23:17:23,110 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ?????? ???????? JBS210-1
2026-05-19 23:17:23,110 INFO  ExportHelperExtension.cs: 1136 - Found 50 in ?????? ???????? JBS210-1
2026-05-19 23:17:23,110 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ?????? ???????? JBS210-1
2026-05-19 23:17:23,111 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from motor medrano-body-1
2026-05-19 23:17:23,163 INFO  ExportHelperExtension.cs: 1136 - Found 36 in motor medrano-body-1
2026-05-19 23:17:23,163 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in motor medrano-body-1
2026-05-19 23:17:23,164 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from top_plate_cover-1
2026-05-19 23:17:23,164 INFO  ExportHelperExtension.cs: 1136 - Found 28 in top_plate_cover-1
2026-05-19 23:17:23,165 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in top_plate_cover-1
